ID,Category,Feature
1817,ARTS,"Musician | 1 Years Experience | Theatre | Acting. Core competencies: Script Writing, Directing, Fine Arts, Production, Composition, Theatre, Stage Management, Acting, Sculpture. Composed original score for 35 films and theatre productions. Performed in 80 productions across 2 countries. Exhibited artwork in 60 national and international galleries. BSc Nursing."
1818,ARTS,"Visual Artist | 4 Years Experience | Fine Arts | Visual Arts. Core competencies: Exhibition, Fine Arts, Production, Recording Studio, Painting, Visual Arts, Sculpture, Script Writing, Curation. Exhibited artwork in 95 national and international galleries. Performed in 85 productions across 15 countries. Bachelor's in Engineering."
1819,ARTS,"Experienced Musician specialising in Fine Arts, Visual Arts, Painting. 2 years in the industry. Composed original score for 90 films and theatre productions. Performed in 35 productions across 25 countries. Proficient in Painting, Composition, Curation, Visual Arts, Music Performance, Exhibition, Sculpture, Script Writing, Fine Arts. Bachelor's in Business."
1820,ARTS,"Theatre Director | 7 Years Experience | Music Performance | Composition. Core competencies: Exhibition, Music Performance, Composition, Recording Studio, Curation, Orchestra, Music Theory, Theatre. Performed in 95 productions across 3 countries. Exhibited artwork in 20 national and international galleries. Composed original score for 60 films and theatre productions. Bachelor's in Finance."
1821,ARTS,"Musician | 12 Years Experience | Music Performance | Composition. Core competencies: Curation, Orchestra, Recording Studio, Composition, Production, Music Theory, Music Performance, Painting. Composed original score for 95 films and theatre productions. Performed in 90 productions across 20 countries. Exhibited artwork in 15 national and international galleries. BSc Civil Engineering."
1822,ARTS,"Visual Artist | 4 Years Experience | Music Performance | Composition. Core competencies: Fine Arts, Music Theory, Music Performance, Visual Arts, Painting, Recording Studio, Composition, Orchestra. Exhibited artwork in 50 national and international galleries. Composed original score for 35 films and theatre productions. Performed in 35 productions across 2 countries. Master's in Data Science."
1823,ARTS,"Experienced Artist specialising in Theatre, Acting, Directing. 12 years in the industry. Performed in 90 productions across 15 countries. Exhibited artwork in 90 national and international galleries. Proficient in Stage Management, Curation, Acting, Theatre, Orchestra, Script Writing, Production, Fine Arts, Directing. Master's in Education."
1824,ARTS,"Theatre Director | 7 Years Experience | Theatre | Acting. Core competencies: Script Writing, Acting, Visual Arts, Directing, Production, Stage Management, Theatre, Sculpture, Music Performance. Composed original score for 85 films and theatre productions. Performed in 35 productions across 25 countries. Exhibited artwork in 60 national and international galleries. Bachelor's in Computer Science."
1825,ARTS,"Professional Theatre Director — 6 years experience. Technical expertise: Directing, Stage Management, Exhibition, Music Performance, Visual Arts, Sculpture, Painting, Fine Arts, Curation. Key achievements: Composed original score for 60 films and theatre productions. Performed in 30 productions across 100 countries. Exhibited artwork in 50 national and international galleries. Bachelor's in Computer Science."
1826,ARTS,"Visual Artist | 9 Years Experience | Theatre | Acting. Core competencies: Script Writing, Sculpture, Production, Stage Management, Exhibition, Theatre, Directing, Acting, Music Theory. Composed original score for 90 films and theatre productions. Performed in 45 productions across 20 countries. Exhibited artwork in 15 national and international galleries. Master's in Finance."
1827,ARTS,"Visual Artist with 4+ years of experience. Skills: Music Theory, Composition, Music Performance, Painting, Visual Arts, Orchestra, Fine Arts, Recording Studio. Composed original score for 90 films and theatre productions. Exhibited artwork in 70 national and international galleries. Performed in 50 productions across 8 countries. Education: Bachelor's in Economics."
1828,ARTS,"Musician with 6+ years of experience. Skills: Acting, Painting, Stage Management, Production, Script Writing, Curation, Theatre, Directing, Music Performance. Performed in 15 productions across 2 countries. Composed original score for 35 films and theatre productions. Exhibited artwork in 30 national and international galleries. Education: Bachelor's in Engineering."
1829,ARTS,"Professional Musician — 8 years experience. Technical expertise: Theatre, Stage Management, Painting, Exhibition, Music Theory, Sculpture, Visual Arts, Curation, Fine Arts. Key achievements: Performed in 80 productions across 10 countries. Composed original score for 85 films and theatre productions. Exhibited artwork in 90 national and international galleries. BSc Nursing."
1830,ARTS,"Professional Theatre Director — 9 years experience. Technical expertise: Orchestra, Painting, Music Performance, Curation, Recording Studio, Music Theory, Sculpture, Composition. Key achievements: Composed original score for 50 films and theatre productions. Exhibited artwork in 40 national and international galleries. Performed in 95 productions across 6 countries. Bachelor's in Computer Science."
1831,ARTS,"Theatre Director | 11 Years Experience | Theatre | Acting. Core competencies: Orchestra, Script Writing, Theatre, Stage Management, Production, Music Theory, Directing, Painting, Acting. Exhibited artwork in 50 national and international galleries. Performed in 20 productions across 6 countries. Master's in Engineering."
1832,ARTS,"Experienced Musician specialising in Theatre, Acting, Directing. 8 years in the industry. Performed in 50 productions across 20 countries. Composed original score for 40 films and theatre productions. Proficient in Theatre, Production, Directing, Script Writing, Stage Management, Fine Arts, Recording Studio, Visual Arts, Acting. Bachelor's in Economics."
1833,ARTS,"Professional Artist — 4 years experience. Technical expertise: Composition, Orchestra, Recording Studio, Exhibition, Music Performance, Music Theory, Curation, Theatre. Key achievements: Exhibited artwork in 20 national and international galleries. Performed in 70 productions across 12 countries. Master's in Engineering."
1834,ARTS,"Professional Artist — 5 years experience. Technical expertise: Fine Arts, Stage Management, Script Writing, Acting, Directing, Production, Music Performance, Theatre, Recording Studio. Key achievements: Exhibited artwork in 40 national and international galleries. Composed original score for 35 films and theatre productions. Performed in 40 productions across 7 countries. Bachelor's in Finance."
1835,ARTS,"Experienced Artist specialising in Music Performance, Composition, Music Theory. 9 years in the industry. Exhibited artwork in 20 national and international galleries. Composed original score for 85 films and theatre productions. Performed in 40 productions across 50 countries. Proficient in Composition, Fine Arts, Sculpture, Recording Studio, Music Performance, Orchestra, Painting, Music Theory. Master's in Engineering."
1836,ARTS,"Musician with 3+ years of experience. Skills: Theatre, Visual Arts, Sculpture, Stage Management, Orchestra, Production, Script Writing, Acting, Directing. Composed original score for 70 films and theatre productions. Exhibited artwork in 70 national and international galleries. Performed in 70 productions across 30 countries. Education: Master's in Engineering."
1837,ARTS,"Experienced Musician specialising in Music Performance, Composition, Music Theory. 1 years in the industry. Exhibited artwork in 95 national and international galleries. Performed in 30 productions across 2 countries. Composed original score for 45 films and theatre productions. Proficient in Orchestra, Music Performance, Composition, Music Theory, Script Writing, Recording Studio, Exhibition, Painting. Master's in Finance."
1838,ARTS,"Professional Artist — 12 years experience. Technical expertise: Curation, Sculpture, Stage Management, Fine Arts, Visual Arts, Exhibition, Music Theory, Recording Studio, Painting. Key achievements: Exhibited artwork in 15 national and international galleries. Composed original score for 20 films and theatre productions. Performed in 30 productions across 8 countries. BSc Nursing."
1839,ARTS,"Professional Musician — 8 years experience. Technical expertise: Visual Arts, Music Performance, Sculpture, Curation, Exhibition, Fine Arts, Painting, Stage Management, Production. Key achievements: Exhibited artwork in 15 national and international galleries. Performed in 85 productions across 6 countries. Master's in Education."
1840,ARTS,"Musician with 1+ years of experience. Skills: Fine Arts, Exhibition, Music Theory, Sculpture, Visual Arts, Painting, Orchestra, Curation, Production. Exhibited artwork in 60 national and international galleries. Composed original score for 45 films and theatre productions. Performed in 70 productions across 8 countries. Education: BSc Finance."
1841,ARTS,"Musician | 6 Years Experience | Music Performance | Composition. Core competencies: Music Theory, Stage Management, Music Performance, Production, Composition, Recording Studio, Directing, Orchestra. Exhibited artwork in 25 national and international galleries. Performed in 80 productions across 8 countries. Composed original score for 95 films and theatre productions. BSc Accounting."
